DocNum,Year,Scale,Condition,MiningType,StateCounties,Final,Certified,Status,ModifiedDate,MineId,Latitude,Longitude,LocationAssurance,MineNames,Msha,Companies,Commodities,GeolocatedPointDescription,AvailableGeologicInfo,Remarks,Seams,SceneCount
85,1903.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,335160,41.0305,-75.84604,HIGH CONFIDENCE,BRICK QUARRY,00-00000,UNKNOWN,SHALE,MINE PORTAL,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000069.,,10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350607,41.03622,-75.85718,HIGH CONFIDENCE,HIGHLAND COLLIERY SHAFT,00-00000,HIGHLAND COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350609,41.03493,-75.86727,HIGH CONFIDENCE,HIGHLAND COLLIERY SHAFT,00-00000,HIGHLAND COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350610,41.03413,-75.87231,HIGH CONFIDENCE,HIGHLAND COLLIERY SHAFT,00-00000,HIGHLAND COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350612,41.03157,-75.88268,HIGH CONFIDENCE,UPPER LEHIGH COLLIERY SHAFT,00-00000,LEHIGH VALLEY COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,335161,41.0305,-75.84604,HIGH CONFIDENCE,BRICK QUARRY,00-00000,UNKNOWN,SHALE,MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,,10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350605,41.03773,-75.85068,HIGH CONFIDENCE,POND CREEK COLLIERY SHAFT,00-00000,POND CREEK COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,PA | B 412 (2),10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350606,41.03939,-75.84812,HIGH CONFIDENCE,POND CREEK COLLIERY SHAFT,00-00000,POND CREEK COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,PA | C 406 (5),10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350608,41.03489,-75.86695,HIGH CONFIDENCE,HIGHLAND COLLIERY SHAFT,00-00000,HIGHLAND COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
86,1928.0,100.0,FAIR,COMBINED SURFACE & UNDERGROUND,"PA, LUZERNE",NO,NO,LEGACY DATA,10/16/2020 16:47:22,350611,41.03276,-75.87534,HIGH CONFIDENCE,HIGHLAND COLLIERY SHAFT,00-00000,HIGHLAND COAL CO,"SHALE, COAL ANTHRACITE",MINE CENTER,"COMMODITY ELEVATION,COMMODITY OUTCROP,COMMODITY THICKNESS,RETREAT MINING,CLAIMS OR SURFACE/MINERAL OWNERS",RECORD UPDATED BASED ON CURRENT STANDARDS AS OF MAY 2020. GEOPOINTS COLLECTED FROM GEO-REFERENCED MAP. MAP GEOREFERENCED TO DOCUMENT 000085.,"PA | ALPHA 413, PA | BUCK MOUNTAIN (NF) 412 (2)",10
